"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
-3.891234092,-2.265709724,-0.306703366,-0.995178987,-0.842605851,-0.845144948,-0.793529297,-1.236660494,-0.53488682,-0.998985997,-4.188956608,-2.257115681,-3.464904534,-0.946172395,-2.008890116,-1.42186451,-4.888220396,-1.721643199,-0.678949946,-1.858643999,-2.530760133,-7.804170898,-1.847825042,-1.797606883,0.272979195,-2.083922711,-5.143296513,-2.563031368,-3.214130819,-6.77821965,-0.965572043,-6.847210852,-1.455343685,-1.825401744,0.013242359
-0.118077018,-1.094048451,-1.236548226,-1.172534133,-0.550389913,-0.562353728,-1.267993771,-0.80768748,-0.81274818,-0.636335623,-0.154129687,-1.578215489,-1.49800403,-2.564157652,-2.236725718,-1.978780052,-2.109143932,-3.386277466,-2.065681579,-2.331173409,-1.333979314,-2.255259785,-0.291145774,-2.458544029,-2.813783328,-1.409700183,-2.129885638,-1.894479138,-1.294747029,-4.206095417,-1.000610373,2.002349317,-1.908655616,-2.181569931,-0.819712603
-2.853808774,-2.713907146,-1.176190328,-1.652475408,-1.398164933,-2.82140236,-1.704729921,-1.95796223,-1.460977946,-0.258697354,-1.04544685,-1.499474919,-1.467946347,-2.164757198,-1.692613425,-1.429551253,-2.411380289,-2.581291791,-0.817848603,-2.024080792,-1.231359899,-2.795626674,-2.771758911,-3.207045813,-3.536180794,-1.314708313,-1.60395825,-0.532074308,-2.392404709,-4.499807932,-1.178120621,-4.592435202,-1.950379103,-1.2442318,0.213604105
-2.544888225,-2.284634326,-1.938699475,-1.750845783,-1.764020072,-2.448238091,-1.727572657,-1.793452099,-2.494975009,-1.847964305,-0.658638333,-0.715002512,-1.210671976,-1.296475607,-2.044973594,-1.194253262,-3.708086062,-3.742864349,-1.150978731,-1.55628509,-1.386445636,-2.416514964,-0.952184981,-0.444688026,-1.325175486,-0.668924371,-1.788938297,-1.640156003,-2.188117677,-2.183332648,-2.847641294,-2.318194854,-1.252951794,-1.425103599,-0.780126448
-0.634770783,-3.086415299,-0.602559385,-0.9550295,-2.401385516,-2.52702277,-1.373835211,-2.147530674,-0.299677529,-1.789583384,-0.803164048,-1.710858681,-0.955137918,-2.260563315,-1.395498404,-2.90733563,-2.814453807,-3.418128245,-1.123960483,-2.358613043,-1.993743418,-4.149868453,-2.917560471,-1.050493331,-1.0196841,-1.509887688,-1.697409926,-1.264820566,-1.489070231,-2.417652553,-1.104661891,-11.999361972,-2.275419479,-2.699384304,-0.137411771
-0.783574641,-1.620035434,-1.008838633,-0.233831762,-1.035405627,0.294629373,-0.211127188,-0.519519717,-0.514082524,-1.131694109,-0.557622446,-2.136436527,-1.538826333,-1.522287047,-1.17195066,-1.98815817,-2.876618329,-2.52743667,-1.376830976,-1.727749739,-0.633182336,-2.951643002,-1.150230297,-2.714156529,-2.980111389,-1.535662575,-2.296368059,-1.809966971,-2.193534208,-3.966267815,-0.822183185,-2.375231903,-2.050852501,-2.183892272,-0.312995105
-0.289542904,-2.279442629,-1.885652278,-1.036849386,-1.795367159,-1.294667874,-1.073923173,-0.187484292,0.073007792,-1.705453694,-3.705978596,-0.689332236,-4.421846452,-2.430104278,-1.937179985,-2.078597855,-0.855919292,-3.846572806,-1.127515787,-2.897359733,-0.34315877,-2.91664517,-0.53531154,-0.38920329,1.471044938,-2.043279755,-1.596631749,-0.844407062,0.360019005,-5.688069708,-2.111058641,-2.238958128,-1.078523013,-1.003548011,-0.472416173
0.973094503,-1.94295037,-0.59949085,0.036981552,-0.68580633,-0.001175133,0.232647731,0.113459114,0.656599419,-1.418222126,-0.618147335,-0.411689766,-0.866598173,-1.276913883,-1.111067197,-0.739698547,-2.524904823,-2.765913055,-0.861531426,-1.463997911,-1.321123938,-2.220238067,0.375588058,-1.628697491,-1.630577914,-0.972209438,-2.280702218,-1.300150599,-1.284461051,-2.93352531,0.20637764,-2.345994004,-2.953145609,-1.976343202,-0.519407108
-2.419938003,-3.485003515,-0.736192322,-0.980090046,-1.000075582,-2.270595953,-0.91388338,-1.648277994,-0.780307768,-1.032422886,-0.6496866,-0.037777597,0.676907139,-1.774297111,-0.048913893,-0.676135162,-4.293716438,-4.420790956,-0.079252326,-2.133827329,-3.998927989,-0.105512412,-1.180985702,-3.562742502,-5.951201197,-1.477286584,-2.887938371,-2.237737831,-4.353509722,0.293166481,0.487354666,-4.427693573,-3.318509128,-1.440359159,-0.157190006
-3.783783202,-2.526239237,-3.386263096,-1.389520747,-0.746318743,-1.572499381,-1.667093293,-1.745973805,-0.793555605,-0.512984218,-1.309972929,-2.079834307,-3.150007066,-3.534215616,-2.820120463,-2.679095936,-1.290763192,-3.616311758,-1.76278913,-3.161510651,-0.994490213,-1.307418381,-1.848759226,-2.439265911,-2.524172728,-2.18389491,-2.901509091,-1.765758066,-1.219320257,-7.809026419,-1.813615616,-1.074167726,-0.902283191,-2.461937511,-0.186737853
-3.558243522,-2.574307478,-1.615026238,-1.104941066,-1.547110831,-1.425664522,-1.461904411,-2.034636592,-0.909831129,-1.494818144,-0.689857943,-2.386633375,-0.935326849,-1.876485285,-0.816284639,-2.109442684,-3.978941965,-2.899963139,-0.946774496,-1.496028803,0.144542019,-1.001312765,-3.699354503,-2.39992871,-2.680784281,-0.688430145,-1.215812637,-0.555260464,-2.095951876,-5.634220427,-1.515801323,-9.212650375,-1.434215308,-1.769408,0.300271799
-4.486614305,-2.590943142,-3.292670544,-3.24340288,-3.563814488,-4.414023846,-3.088561095,-3.110249272,-2.763089944,-3.238885431,-1.839900715,-2.690120563,-2.778239945,-3.233491465,-2.089325868,-3.285621921,-4.017073874,-3.235597276,-1.797388232,-3.0448599,-3.276281978,-4.298392298,-2.895006564,-3.227569352,-4.913324224,-2.868195396,-2.866465506,-2.852935916,-4.342809451,-2.0759153,-2.55828802,-5.428930006,-0.718022059,-2.186262181,-0.623526448
-6.816853825,-8.605466357,-6.378841351,-4.649246609,-5.054435101,-8.62660912,-5.819115769,-6.675901619,-5.224445285,-6.729348498,-8.856967086,-11.214355614,-7.199870891,-9.382825429,-8.352007721,-9.060646039,-8.685742128,-8.45523901,-8.133398519,-9.560097229,-7.547434839,-4.804080213,-6.229055932,-2.730382049,-2.37002175,-7.99898601,-5.509821216,-5.060238159,-4.289764124,-6.702736081,-5.639752804,-11.529052487,-1.368850177,-1.203162231,0.453599768
-5.816231823,-4.26837625,-4.40003652,-3.919171748,-2.578479538,-4.849538214,-4.317253053,-4.778298264,-5.178378607,-3.9396108,-5.400465375,-6.979309743,-10.834282987,-5.696383296,-5.858729732,-5.804225363,-7.539826779,-3.326667262,-4.349399122,-5.53954032,-7.503364632,-11.262457631,-6.882008005,-0.766770021,0.422061714,-4.958418153,-6.178177037,-4.897798732,-3.532556158,-6.882025034,-4.476756408,-12.278220357,1.567381976,-3.985803355,-1.396136928
-4.727075316,-4.127691035,-3.05057639,-3.813464143,-4.19420331,-6.38650401,-4.56469529,-6.563312484,-2.162686074,-2.288356174,-4.830589407,-8.475677289,-6.324205568,-6.252840112,-6.087656212,-5.217375274,-1.543714243,-6.666648994,-5.036877071,-6.402635523,-4.531481001,-6.534414042,-3.347226943,-3.947163525,-3.112438819,-5.601836255,-5.322635743,-4.229576022,-4.045813434,-5.859972004,-1.784041389,-1.320317964,-0.527354379,-3.731742347,-0.679413047
-7.428449447,-6.157249862,-4.800107945,-4.406104691,-2.844216296,-6.552735725,-5.172101037,-5.491854714,-4.977319969,-4.118524659,-5.305178273,-8.536710665,-7.88137396,-8.239964872,-7.073364186,-6.684868546,-6.895670475,-7.482650145,-5.439165507,-7.930918889,-5.900986955,-6.23424011,-6.947171999,-0.933104211,-0.861565739,-4.828140767,-4.643740059,-3.389857256,-3.614224779,-5.580968173,-4.344179428,-9.256082218,-0.009762519,-3.411824356,-0.346685013
0.622334533,-0.817181154,-0.593660435,-0.196955673,-0.800269424,-0.289522393,0.092696032,0.585072588,1.15020317,-0.640682516,0.519422045,0.720607935,1.405364393,0.126285902,0.475194512,-0.233832347,-1.208340538,-1.821251192,0.441647576,-0.429656112,0.376284025,0.385001037,1.844710449,-2.773086445,-3.12440249,0.321793476,-0.528302242,-0.09343756,-0.624754234,-1.287715275,0.065726979,-1.081539693,-2.987792244,-1.385906134,-0.453634029
-3.732443136,-2.037477184,-2.22428513,-1.857830095,-1.3734719,-1.408179888,-1.501404748,-1.945148498,-2.710185318,-2.245772222,-3.571096193,-5.252315473,-3.183296239,-4.743485002,-3.408517508,-2.297176278,-1.081855368,-5.42677666,-1.532021758,-5.453264211,-2.546108735,-2.47872905,-4.992840064,-2.222070426,-2.858383459,-2.965310502,-3.505860789,-1.95800411,-2.615748744,-6.133958344,-0.325903162,1.2460872,-1.232514225,-3.426330328,-0.295962837
-0.025704838,0.734931037,-0.907902095,1.500007863,-0.704571369,1.155411773,1.497330909,-0.017699765,0.840675086,-0.809399592,-0.017398855,-1.069894231,-2.629695757,0.983921583,-0.366346605,0.279664175,-0.206387219,0.654041054,-0.530518541,1.040505137,-0.03979816,-1.007857252,-1.10545825,-0.9953342,-0.706677813,-1.324958104,-1.942136568,-1.104196149,-0.159458359,-4.797132214,0.173129186,-7.3268638,-1.290130555,-1.845269462,-0.607708282
-7.247258659,-5.502228261,-4.332321607,-5.022899041,-4.852386241,-6.67198047,-5.031803588,-3.931959463,-5.75453687,-4.474214327,-6.525642061,-5.028580343,-12.640360369,-5.526413529,-4.521395686,-2.570075108,-2.783683598,-3.662380729,-4.215713417,-4.78817415,-6.373667158,-5.635256006,-1.390488471,-4.197555447,-4.583433415,-5.245831401,-7.201606307,-2.88595197,-4.16264227,-2.944278622,-2.463438524,-2.766627418,-1.875988399,-4.412981357,-0.714435681
-0.721407137,-1.377266432,1.049651815,1.338399072,-1.224757053,-1.159191024,-0.327519658,-2.609159397,2.85181287,0.863184887,3.166787008,5.811731489,-10.319210429,6.016312297,4.724492543,3.67036629,0.290080028,6.945439089,1.303654782,7.342060668,-0.650211157,-5.189124611,2.779851053,-2.542867094,-1.697129264,1.112798771,-3.493058766,-2.405470513,0.034673834,-2.622377489,-1.715156193,-16.542146693,0.713885208,-1.146082914,-2.31080485
-9.746688361,-5.27453743,-4.000451671,-4.047695367,-5.034273875,-7.079902419,-4.465830716,-4.617817882,-7.154418496,-5.148442265,-6.764684573,-5.671334532,-10.555822183,-3.929267398,-3.556164914,-3.799983338,-6.562769832,-1.259817766,-5.042409118,-2.945234655,-6.5806183,-6.286152842,-4.428755885,-5.187077988,-7.169021374,-5.130684582,-6.763634105,-5.191142158,-6.859745844,-4.114709441,-3.565408984,-6.777960949,-0.65054471,-3.60670191,-0.106514744
-2.994079254,-1.688911158,-3.761569329,-1.746400447,-2.516263047,-2.44773382,-1.680096061,-1.577164142,-1.782201414,-2.392486951,-2.680062467,-2.758340441,-5.640607148,-2.765597501,-2.321684159,-1.226217347,0.463471967,-2.769362801,-1.17464072,-2.483670501,-1.967861961,-0.6629435,-1.016500684,-1.484473378,-2.792221661,-3.155424796,-3.166043164,-0.85808689,-0.940852806,-4.473655317,-0.741849984,1.133525211,-1.783006932,-2.217648388,-0.467535942
-2.680745635,-2.907154785,-2.914946846,-3.669412431,-2.137399253,-3.981657907,-3.24088603,-1.704563913,-3.780700751,-1.551662513,-2.372155168,-3.033722742,-1.704036272,-4.853157273,-3.820603137,-3.00425413,-5.65567514,-5.555596569,-2.701144889,-4.869296288,-1.716583783,-2.854919086,-0.507806233,-3.855221153,-6.005799917,-0.877858641,-2.307470922,-0.723817877,-2.629829177,-1.528559056,-3.092623224,-4.65603155,-2.047389644,-2.750513305,-0.577486767
-6.187168018,-5.641430169,-3.386676701,-2.665390964,-4.01954207,-5.038258386,-3.464077831,-3.375242152,-4.670140731,-4.562944168,-2.789287433,-2.72857502,-7.0499525,-2.883064977,-2.537887728,-3.030909637,-5.804018743,-1.291967216,-3.889803895,-1.669427294,-4.814259879,-5.272748616,-1.925414836,-1.845907764,-3.337375544,-2.856415344,-3.65731639,-2.441380386,-4.526415347,-3.194376998,-3.908658727,-8.814131403,-0.560539625,-2.12167962,-0.830413199
-6.914414152,-1.024033419,-3.136940603,-2.034333331,-1.891956914,-2.104051211,-2.20045841,-1.666256144,-0.704394424,-0.944558337,-2.543366822,-5.773225459,-3.195653772,-6.453748275,-4.342982405,-3.63414663,-2.12163571,-7.072382536,-2.664129112,-6.844166503,0.161122938,-1.957066741,-4.438091912,-2.887590415,-3.882020287,-2.515269487,-1.460806105,-1.815505746,-1.221724669,-2.148451993,-2.80413388,-0.428611344,-3.748083842,-2.709733608,0.235571115
-0.282033708,-0.915581379,-0.891154974,1.468097504,-1.165126282,-0.196412898,0.456693114,-1.806991758,2.37739614,0.37339618,-1.976915944,1.059781747,-0.621831059,0.755549444,-0.090392104,0.009026694,-0.10672187,-0.675885757,0.322872443,0.80930328,-2.419566034,-2.73495201,-1.808752304,-1.176028446,-1.746325659,-2.231756501,-2.825677554,-1.81112671,-1.394763063,-4.456956435,-1.018129412,-6.335026052,-0.528334557,-0.271764036,-1.092842715
-6.196755173,-3.659435926,-4.236206163,-2.895777847,-3.534026329,-4.075335092,-3.383288479,-3.52991714,-4.674956644,-4.215295277,-4.644468362,-4.234987105,-5.877139151,-4.687341177,-4.321876409,-3.038321566,-3.688970088,-4.18122334,-3.012230174,-4.028040774,-4.81193561,-4.370817971,-3.041230331,-1.995840841,-3.524826274,-4.520989999,-5.032227708,-2.243772927,-4.361061764,-5.725554124,-1.557224717,-4.757791158,-0.771336274,-2.99827365,-0.923239127
-4.697240925,-4.839207495,-4.395572731,-3.625745696,-3.372915218,-5.672285087,-3.756306792,-3.762651002,-3.791378298,-5.695329082,-5.538729272,-5.261451743,-9.241956909,-4.661152302,-4.289156797,-3.885977816,-4.727591006,-5.128532577,-3.597893692,-5.014637072,-4.088847233,-3.033520324,-5.133821041,-2.252188641,-1.342122273,-5.950847823,-5.187541623,-2.658744698,-3.05684845,-6.253758676,-1.827739727,-7.079431217,-2.345260921,-3.126731005,0.13187159
1.452531053,2.418286075,1.388889897,1.359841721,1.275418075,1.89340323,1.906280577,1.321651102,1.793306727,-0.005526659,3.504018834,1.953951598,0.026789255,2.840322808,2.567671346,0.295898213,0.438379347,2.532813048,2.66320572,2.3808464,4.750605749,-3.483664272,-0.507972852,-2.770751623,-2.266154769,2.53339491,0.72514027,0.609010969,0.704758549,-4.919979707,0.297505538,-9.319130751,-2.643247794,-3.133588238,0.109044192
-7.710268535,-3.546442989,-4.675356962,-3.44578804,-3.710701002,-4.768018446,-3.788099104,-3.170797358,-3.138742735,-2.876521542,-4.745145714,-6.099494135,-7.904939313,-6.8002761,-5.087768366,-3.493926239,-3.312266329,-6.705680792,-4.043730258,-6.722583391,-3.469487624,-2.080756584,-4.320181297,-2.682570157,-4.147658595,-4.63626365,-4.422777832,-2.904884052,-3.18182479,-2.481022608,-2.828523426,-1.0057419,-2.862295241,-2.575720565,-0.171020636
-6.421451863,-5.810001324,-5.428581887,-4.642800385,-4.603341017,-6.898001016,-5.043209847,-4.526775365,-6.010315006,-5.105686698,-6.228150306,-5.408127259,-9.735170446,-6.114663728,-5.498295964,-3.742071755,-7.148448651,-5.264623015,-4.863539178,-5.803647073,-5.988177511,-1.468108139,-4.463306242,-3.343287206,-3.72590874,-5.682574619,-5.455342513,-3.491305946,-4.427595551,-4.202655008,-2.820839331,-7.351653639,-1.256083054,-1.337350917,-0.248554677
-5.442069022,-4.467899586,-2.982038531,-1.999508298,-3.711503299,-3.837413096,-2.391989506,-2.906100189,-2.233167402,-2.452742732,-4.46921786,0.042602495,-9.962242253,-1.22578149,-0.943175381,0.279941033,-2.518675079,-0.518921493,-1.789189028,-0.377877808,-6.231896773,-0.014480864,-0.723608037,-3.665326235,-3.224451896,-4.247447772,-6.220310295,-3.939311479,-3.474850161,-2.300920811,-1.205052688,-7.539207927,-1.046344987,-0.853630011,-0.503296204
